occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,environment,tectonic_setting,geology_comments,time_bins,time_contain,time_major,time_buffer,time_overlap,created,modified
185350,occ,5707,,18187,Rhinocerotidae,family,43187,Barstovian,Early Clarendonian,16.3,9.4,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-99.547699,38.965801,US,Kansas,Ellis,stated in text,4,,10.4 km NE of Ellis\nBever 2003: T12S R20W sec 3,terrestrial indet.,,,-,-,-,"Langhian, Serravallian, Tortonian","Burdigalian, Langhian, Serravallian, Tortonian",03/06/2002 00:35,05/05/2005 19:01
185351,occ,5708,,18187,Rhinocerotidae,family,43187,Barstovian,Early Clarendonian,16.3,9.4,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-99.547699,38.965801,US,Kansas,Ellis,stated in text,4,,10.4 km NE of Ellis\nBever 2003: T12S R20W sec 3,terrestrial indet.,,,-,-,-,"Langhian, Serravallian, Tortonian","Burdigalian, Langhian, Serravallian, Tortonian",03/06/2002 00:35,05/05/2005 19:01
185382,occ,,,18192,Aphelops,genus,43190,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.099998,40.200001,US,Nebraska,Hitchcock,based on political unit,1,small collection,Driftwood Creek,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,30/09/2009 15:10
185383,occ,5719,,18192,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-101.099998,40.200001,US,Nebraska,Hitchcock,based on political unit,1,small collection,Driftwood Creek,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185384,occ,5720,,18192,Teleoceras meridianum,species,51351,Barstovian,,16.3,12.5,Mead,1999,4320,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.099998,40.200001,US,Nebraska,Hitchcock,based on political unit,1,small collection,Driftwood Creek,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185398,occ,,,18194,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Webb,1969,3564,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185433,occ,,,18198,Aphelops malacorhinus,species,44170,Hemphillian,,9.4,4.7,Schultz,1990,6208,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100.099998,36.099998,US,Texas,Lipscomb,based on political unit,1,local area,two quarries 4 km south-southeast of Higgins,fluvial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,09/05/2011 21:02
185434,occ,31169,,18198,Teleoceras fossiger,species,44165,Hemphillian,,9.4,4.7,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.099998,36.099998,US,Texas,Lipscomb,based on political unit,1,local area,two quarries 4 km south-southeast of Higgins,fluvial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",13/05/2015 14:36,13/05/2015 14:36
185439,occ,,,18199,Peraceras,genus,43216,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-99.699997,42.799999,US,Nebraska,Keya Paha,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
185475,occ,,,18201,Rhinocerotidae,family,43187,Hemphillian,,9.4,4.7,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-98.800003,42.700001,US,Nebraska,Holt,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185489,occ,,,18203,Teleoceras medicornutum,species,52115,Barstovian,,16.3,12.5,Prothero and Manning,1987,2807,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-104.199997,40.799999,US,Colorado,Weld,based on political unit,1,small collection,Pawnee Buttes,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
185523,occ,5760,,18206,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185524,occ,5761,,18206,Teleoceras meridianum,species,51351,Barstovian,,16.3,12.5,Mead,1999,4320,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185581,occ,,,18208,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Voorhies et al.,1987,781,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,04/03/2013 23:26
185582,occ,5778,,18208,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185607,occ,,,18209,Peraceras profectum,species,43707,Barstovian,,16.3,12.5,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-98.800003,42.900002,US,Nebraska,Boyd,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
185608,occ,5785,,18209,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-98.800003,42.900002,US,Nebraska,Boyd,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185645,occ,,,18215,Rhinocerotidae,family,43187,Clarendonian,,12.5,9.4,Skinner and Johnson,1984,6193,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185671,occ,,,18217,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Mead,1999,2546,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,28/12/2009 10:40
185690,occ,,,18219,Rhinocerotidae,family,43187,Clarendonian,,12.5,9.4,Zakrzewski,1988,3794,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-99.400002,38.900002,US,Kansas,Ellis,based on political unit,1,,13.6 N of Ellis,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185712,occ,,,18220,Rhinocerotidae,family,43187,Barstovian,,16.3,12.5,Galbreath,1953,1570,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-103.099998,40.799999,US,Colorado,Logan,based on political unit,1,,Sand Canyon,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,17/10/2022 15:49
185725,occ,,,18221,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-103.099998,41.700001,US,Nebraska,Morrill,based on political unit,1,small collection,,fluvial indet.,,"""fluviatile"" (Lambert 2007)",Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,22/03/2019 16:14
185778,occ,,,18225,Aphelops mutilus,species,44174,Hemphillian,,9.4,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.892197,41.300598,US,Nebraska,Keith,based on political unit,4,small collection,6.4 km W of Lemoyne in S 1/2 sec 3 T15N R40W,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,09/10/2018 13:51
185779,occ,,,18225,Teleoceras fossiger,species,44165,Hemphillian,,9.4,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.892197,41.300598,US,Nebraska,Keith,based on political unit,4,small collection,6.4 km W of Lemoyne in S 1/2 sec 3 T15N R40W,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,09/10/2018 13:51
185795,occ,5836,,18226,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",03/06/2002 00:35,03/06/2002 02:35
185848,occ,,,18233,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185855,occ,,,18234,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Webb,1969,3564,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185867,occ,,,18235,Aphelops,genus,43190,Barstovian,Clarendonian,16.3,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-99.699997,42.799999,US,Nebraska,Keya Paha,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,"Langhian, Serravallian, Tortonian","Burdigalian, Langhian, Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185875,occ,,,18236,Aphelops,genus,43190,Clarendonian,Hemphillian,12.5,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.800003,41.200001,US,Nebraska,Keith,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185876,occ,,,18236,Teleoceras major,species,52114,Clarendonian,Hemphillian,12.5,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.800003,41.200001,US,Nebraska,Keith,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185890,occ,,,18237,Aphelops malacorhinus,species,44170,Hemphillian,,9.4,4.7,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-99.400002,39.799999,US,Kansas,Phillips,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,30/09/2009 15:06
185891,occ,,,18237,Teleoceras fossiger,species,44165,Hemphillian,,9.4,4.7,Frye et al.,1956,1561,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-99.400002,39.799999,US,Kansas,Phillips,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,30/09/2009 15:06
185897,occ,,,18239,Rhinocerotidae,family,43187,Miocene,,23.03,5.333,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",15/05/2002 00:00,15/05/2002 02:00
185914,occ,,,18240,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
185925,occ,,,18241,Aphelops,genus,43190,Hemphillian,,9.4,4.7,Bennett,1979,1058,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.699997,38.900002,US,Kansas,Wallace,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185940,occ,,,18243,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Webb,1969,3564,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
186007,occ,,,18247,Teleoceras,genus,43226,Late Hemphillian,,9.4,4.7,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-98.126602,42.393501,US,Nebraska,Antelope,stated in text,4,small collection,"corner of secs 15, 16, 21, and 22, T28N, R7W: Parmley 1992",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
186026,occ,,,18248,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Voorhies et al.,1987,781,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,04/03/2013 23:35
186027,occ,5884,,18248,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
186034,occ,,,18250,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Voorhies et al.,1987,781,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,04/03/2013 23:39
186041,occ,,,18251,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
186097,occ,,,18261,Aphelops megalodus,species,43701,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-98,42.599998,US,Nebraska,Knox,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
186122,occ,,,18263,Teleoceras fossiger,species,44165,Hemphillian,,9.4,4.7,Thomasson et al.,1990,3405,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-99.900002,39.299999,US,Kansas,Graham,based on political unit,1,small collection,4.8 km NW of Morland,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
186123,occ,,,18263,Aphelops,genus,43190,Hemphillian,,9.4,4.7,Thomasson et al.,1990,3405,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-99.900002,39.299999,US,Kansas,Graham,based on political unit,1,small collection,4.8 km NW of Morland,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
186156,occ,5918,,18268,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Voorhies,1985,3505,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.599998,43.400002,US,South Dakota,Mellette,stated in text,minutes,outcrop,"7 mi NNW of Mission in the ""NW1/4, NE 1/4 of sec. 35, T 40 N., R 28 W."" (Holman 1973)","""channel""",,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",03/06/2002 00:35,03/06/2002 02:35
186229,occ,5940,,18275,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-98.5271,40.0238,US,Nebraska,Webster,stated in text,4,small collection,NW 1/4 sec 26 T1N R11W,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
186230,occ,5941,,18275,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-98.5271,40.0238,US,Nebraska,Webster,stated in text,4,small collection,NW 1/4 sec 26 T1N R11W,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
186329,occ,,,18284,Aphelops megalodus,species,43701,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100.033333,42.783333,US,Nebraska,Brown,stated in text,minutes,small collection,"""SE1/4, SW1/4, Section 33, Township 33 N, Range 23 W"" (Chantell 1964)\r\naltitude given by Holman 1982","""channel""",,"""channel deposit"" (Chantell 1964)",Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,26/09/2016 12:02
186330,occ,5978,,18284,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-100.033333,42.783333,US,Nebraska,Brown,stated in text,minutes,small collection,"""SE1/4, SW1/4, Section 33, Township 33 N, Range 23 W"" (Chantell 1964)\r\naltitude given by Holman 1982","""channel""",,"""channel deposit"" (Chantell 1964)",Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
186331,occ,5979,,18284,Teleoceras meridianum,species,51351,Barstovian,,16.3,12.5,Mead,1999,4320,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.033333,42.783333,US,Nebraska,Brown,stated in text,minutes,small collection,"""SE1/4, SW1/4, Section 33, Township 33 N, Range 23 W"" (Chantell 1964)\r\naltitude given by Holman 1982","""channel""",,"""channel deposit"" (Chantell 1964)",Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
186358,occ,,,18294,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
186372,occ,,,18295,Aphelops,genus,43190,Clarendonian,Hemphillian,12.5,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.800003,41.200001,US,Nebraska,Keith,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
186373,occ,,,18295,Teleoceras major,species,52114,Clarendonian,Hemphillian,12.5,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.800003,41.200001,US,Nebraska,Keith,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
